Tracking Number,Sent,Origin city (original),Origin city (used),Origin country,Origin Lat,Origin Long,Received,Destination city (original),Destination (used),Destination country,Destination Lat,Destination Long
807394980504,28/06/2016,CAGLIARI ITALY,ROME,IT,41.89193,12.51133,29/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058103,13/06/2016,BRORUP,BRORUP,DK,55.48194,9.01756,14/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806469670030,22/06/2016,ATHENS,ATHENS,GR,37.97945,23.71622,23/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395016736,16/06/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,17/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806473149938,19/06/2016,AJMAN,AJMAN,AE,25.41111,55.43504,21/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776559628167,22/06/2016,RAUNAS NOVADS,RIGA,LV,56.946,24.10589,23/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394980743,23/06/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,24/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418526224,10/06/2016,HELSINKI,HELSINKI,FI,60.16952,24.93545,13/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394980916,21/06/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,22/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395008267,31/05/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,01/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807394981934,02/06/2016,SANTANA DO PARNAIBA,BRASILIA,BR,-15.77972,-47.92972,09/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418526095,27/06/2016,HELSINKI,HELSINKI,FI,60.16952,24.93545,28/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394988023,15/06/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,16/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395060169,06/06/2016,ISPOURE ATLANTIQUE PYRENEES,PARIS,FR,48.85341,2.3488,08/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394987612,31/05/2016,SYKE,SYKE,DE,52.91345,8.82209,02/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395016747,04/06/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,06/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394987634,09/06/2016,SYKE,SYKE,DE,52.91345,8.82209,10/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395036040,06/06/2016,MARSEILLE,MARSEILLE,FR,43.29695,5.38107,09/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394987678,22/06/2016,SYKE,SYKE,DE,52.91345,8.82209,23/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418569731,22/06/2016,TEOLO,ROME,IT,41.89193,12.51133,23/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394987976,28/06/2016,SYKE,SYKE,DE,52.91345,8.82209,29/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395038682,06/06/2016,SCR,PORT OF SPAIN,TT,10.66668,-61.51889,08/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776471617764,10/06/2016,RAUNAS NOVADS,RIGA,LV,56.946,24.10589,13/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394989637,06/06/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,07/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395003026,09/06/2016,LE MAURE,PARIS,FR,48.85341,2.3488,10/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017170,03/06/2016,ETXEBARRI BIZKAIA,MADRID,ES,40.4165,-3.70256,06/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395003015,27/05/2016,LE MAURE,PARIS,FR,48.85341,2.3488,31/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394989512,10/06/2016,ROSKILDE,ROSKILDE,DK,55.64152,12.08035,13/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395008289,29/06/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,30/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395021323,01/06/2016,LARKOLLEN,LARKOLLEN,NO,59.33196,10.66687,03/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395011193,22/06/2016,MUMBAI MAHARASHTRA,NEW DELHI,IN,28.63576,77.22445,24/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395061670,29/06/2016,KOSI,KOSI,HR,27.79449,77.4368,30/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395013792,06/06/2016,BARCELONA,BARCELONA,ES,41.38879,2.15899,07/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058206,27/05/2016,BRORUP,BRORUP,DK,55.48194,9.01756,31/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395012156,27/05/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,31/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418572896,20/06/2016,ASKIM,ASKIM,SE,59.58326,11.16286,21/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395067531,03/06/2016,WAALWIJK,WAALWIJK,NL,51.6825,5.07083,06/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
867824902513,16/06/2016,HEATHERTON,HEATHERTON,CA,-37.96667,145.1,20/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395013726,13/06/2016,REUS TARRAGONA,MADRID,ES,40.4165,-3.70256,14/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058022,07/06/2016,MANILVA MALAGA,MADRID,ES,40.4165,-3.70256,08/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418572911,08/06/2016,ASKIM,ASKIM,SE,59.58326,11.16286,09/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395013737,03/06/2016,REUS TARRAGONA,MADRID,ES,40.4165,-3.70256,06/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395015648,13/06/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,14/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395015604,28/06/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,29/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
808290958511,23/06/2016,BELLINGHAM,BELLINGHAM,US,42.08676,-71.47451,27/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395016622,31/05/2016,ONDA CASTELLON,MADRID,ES,40.4165,-3.70256,06/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395061680,21/06/2016,KOSI,KOSI,HR,27.79449,77.4368,22/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395066189,13/06/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,14/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395015660,31/05/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,01/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418528547,16/06/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,17/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395016655,30/05/2016,SANT VICENC DELS HORTS BCN,MADRID,ES,40.4165,-3.70256,31/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394987689,24/06/2016,SYKE,SYKE,DE,52.91345,8.82209,27/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058114,27/06/2016,BRORUP,BRORUP,DK,55.48194,9.01756,28/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
876629039609,31/05/2016,GENOVA,GENOVA,IT,4.31667,-75.76667,01/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017088,27/06/2016,REUS,REUS,ES,41.15612,1.10687,28/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017310,22/06/2016,HUELVA,HUELVA,ES,37.26638,-6.94004,23/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418526500,08/06/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,09/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017066,15/06/2016,REUS,REUS,ES,41.15612,1.10687,16/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395058169,20/06/2016,BRORUP,BRORUP,DK,55.48194,9.01756,21/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017022,27/06/2016,SANT VICENC DELS,MADRID,ES,40.4165,-3.70256,28/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394987645,13/06/2016,SYKE,SYKE,DE,52.91345,8.82209,14/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395035021,18/06/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,20/06/2016,LOUGHTON  ESSEX,LONDON,GB,51.50853,-0.12574
804223700920,24/06/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,30/06/2016,LANCASTON,LONDON,GB,51.50853,-0.12574
807395017548,13/06/2016,MUMBAI MAHARASHTRA,NEW DELHI,IN,28.63576,77.22445,16/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395022904,15/06/2016,SANTOS,SANTOS,BR,-23.96083,-46.33361,20/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395015615,24/06/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,27/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395057611,06/06/2016,MUMBAI,MUMBAI,IN,19.07283,72.88261,08/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
803177269106,09/06/2016,VERACRUZ,VERACRUZ,MX,14.91667,-88.78333,13/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395017537,04/06/2016,MUMBIA MAHARASHTRA,NEW DELHI,IN,28.63576,77.22445,07/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059511,06/06/2016,BERGEN,BERGEN,NO,52.80837,9.96374,08/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394987656,17/06/2016,SYKE,SYKE,DE,52.91345,8.82209,20/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059555,10/06/2016,BERGEN,BERGEN,NO,52.80837,9.96374,13/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394980732,28/06/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,29/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059522,20/06/2016,BERGEN,BERGEN,NO,52.80837,9.96374,23/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418570481,03/06/2016,CUTTACK,CUTTACK,IN,20.46497,85.87927,08/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395062378,23/06/2016,COATZACOALCOS,COATZACOALCOS,MX,18.13346,-94.44242,27/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776377172531,27/05/2016,RAUNAS NOVADS,RIGA,LV,56.946,24.10589,31/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059886,20/06/2016,GDYNIA,GDYNIA,PL,54.51889,18.53188,21/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418528499,23/06/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,24/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395060813,21/06/2016,DASMARINAS CAVITE,MANILA,PH,14.6042,120.9822,23/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
804040990861,07/06/2016,CAGLIARI ITALY,ROME,IT,41.89193,12.51133,08/06/2016,LONDON,LONDON,GB,42.98339,-81.23304
776446959985,06/06/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,07/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395067406,20/06/2016,WAALWIJK,WAALWIJK,NL,51.6825,5.07083,21/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418528422,30/05/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,31/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395067391,08/06/2016,WAALWIJK,WAALWIJK,NL,51.6825,5.07083,09/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
808288558495,25/05/2016,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,BR,-23.17944,-45.88694,31/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418572863,28/06/2016,ASKIM,ASKIM,SE,59.58326,11.16286,29/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395067807,09/06/2016,MANILVA MALAGA,MADRID,ES,40.4165,-3.70256,15/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395002773,27/05/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,31/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
876303348202,24/06/2016,LE HAURE,PARIS,FR,48.85341,2.3488,27/06/2016,LONGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394980880,21/06/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,22/06/2016,LOUGHTON 4RG,LONDON,GB,51.50853,-0.12574
808288558500,03/06/2016,SJ DOS CAMPOS,BRASILIA,BR,-15.77972,-47.92972,09/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395058011,04/06/2016,MANILVA,MANILVA,ES,36.37645,-5.25026,06/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
808288558510,08/06/2016,SJ. DOS CAMPOS,BRASILIA,BR,-15.77972,-47.92972,13/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
804040990850,10/06/2016,CAGLIARI ITALY,ROME,IT,41.89193,12.51133,14/06/2016,LONDON,LONDON,GB,42.98339,-81.23304
808288558521,17/06/2016,ST. DOS CAMPOS,BRASILIA,BR,-15.77972,-47.92972,24/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395058125,02/06/2016,BROERUP,COPENHAGEN,DK,55.67594,12.56553,03/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418569672,27/06/2016,TEOLO,ROME,IT,41.89193,12.51133,28/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395067417,22/06/2016,WAALWIJK,WAALWIJK,NL,51.6825,5.07083,23/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418524585,20/06/2016,LIVORNO,LIVORNO,IT,43.54427,10.32615,21/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395062551,21/06/2016,CALZA COADRO,MEXICO CITY,MX,19.42847,-99.12766,24/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807394988608,31/05/2016,ROSKILDE,ROSKILDE,DK,55.64152,12.08035,06/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395062025,15/06/2016,LIMASSOL,LIMASSOL,CY,34.68406,33.03794,20/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394987623,03/06/2016,SYKE,SYKE,DE,52.91345,8.82209,07/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395060537,21/06/2016,KOLKATA,KOLKATA,IN,22.56263,88.36304,28/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017011,10/06/2016,SANT VICENC DELS HORTS BCB,MADRID,ES,40.4165,-3.70256,13/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059842,02/06/2016,GOYNIA,WARSAW,PL,52.22977,21.01178,03/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395060136,10/06/2016,ISPOURCE ATLANTIQUE,PARIS,FR,48.85341,2.3488,13/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418572874,27/06/2016,ASKIM,ASKIM,SE,59.58326,11.16286,28/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059875,22/06/2016,GDYNIA,GDYNIA,PL,54.51889,18.53188,24/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394989523,16/06/2016,ROSKILDE,ROSKILDE,DK,55.64152,12.08035,20/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395059474,20/06/2016,BERGEN,BERGEN,NO,52.80837,9.96374,24/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395040384,14/06/2016,"FREEPORT, G.B.I.",NASSAU,BS,25.05823,-77.34306,16/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395059544,06/06/2016,BERGEN,BERGEN,NO,52.80837,9.96374,08/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395038719,27/06/2016,SCR,PORT OF SPAIN,TT,10.66668,-61.51889,29/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395059485,22/06/2016,BERGEN 5096,OSLO,NO,59.91273,10.74609,23/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395057688,27/05/2016,MUMBAI MAHARASHTRA,NEW DELHI,IN,28.63576,77.22445,31/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418528411,01/06/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,02/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
776398304016,30/05/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,31/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395058147,22/06/2016,BRORUP,BRORUP,DK,55.48194,9.01756,23/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418528904,08/06/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,09/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395040373,31/05/2016,"FREEPORT, GRAND BAHAMA ISLAND",NASSAU,BS,25.05823,-77.34306,02/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418526522,26/06/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,29/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395057622,09/06/2016,MUMBAI,MUMBAI,IN,19.07283,72.88261,13/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
665226481747,17/06/2016,SKEDSMOKORSET,OSLO,NO,59.91273,10.74609,20/06/2016,PENCOED,PENCOED,GB,51.52371,-3.50016
807395038720,08/06/2016,SCR,PORT OF SPAIN,TT,10.66668,-61.51889,10/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806477156578,01/06/2016,TRONDHEIM,TRONDHEIM,NO,63.43049,10.39506,02/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395018073,20/06/2016,ATHENS,ATHENS,GR,37.97945,23.71622,21/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776594910474,24/06/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,27/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395015567,07/06/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,08/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395017526,30/05/2016,MUMBAI,MUMBAI,IN,19.07283,72.88261,01/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
776464081525,08/06/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,09/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776445997096,06/06/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,07/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
803086633325,06/06/2016,HALIA WESTBENGL,NEW DELHI,IN,28.63576,77.22445,08/06/2016,LOUGHTON ESSEX I,LONDON,GB,51.50853,-0.12574
807395015637,16/06/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,20/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395015626,22/06/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,23/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
776609055254,28/06/2016,RAUNAS NOVADS,RIGA,LV,56.946,24.10589,29/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395013921,11/06/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,13/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418526511,24/06/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,28/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395015556,03/06/2016,ANTWERPEN,ANTWERPEN,BE,51.21989,4.40346,06/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418528400,03/06/2016,ROTTERDAM,ROTTERDAM,NL,51.9225,4.47917,06/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395013781,09/06/2016,O BURGO A CORUN A,MADRID,ES,40.4165,-3.70256,10/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395013770,17/06/2016,O BURGO A CORUNA,MADRID,ES,40.4165,-3.70256,20/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395013678,23/06/2016,CADIZ,CADIZ,ES,36.52978,-6.29465,24/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395011208,18/06/2016,MUMBAI MAHARASHTRA,NEW DELHI,IN,28.63576,77.22445,21/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395009458,02/06/2016,CARACAS,CARACAS,VE,10.48801,-66.87919,06/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418524872,22/06/2016,FUJAIRAH,ABU DHABI,AE,24.46667,54.36667,24/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807395011182,27/06/2016,MUMBAI MAHARASHTRA,NEW DELHI,IN,28.63576,77.22445,29/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395009469,02/06/2016,CARACAS OTTO. CAPITAL,CARACAS,VE,10.48801,-66.87919,06/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418524574,06/06/2016,LIVORNO,LIVORNO,IT,43.54427,10.32615,07/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807395008278,07/06/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,08/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
776519387668,15/06/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,16/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
807394987987,20/06/2016,SYKE,SYKE,DE,52.91345,8.82209,21/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394987667,15/06/2016,SYKE,SYKE,DE,52.91345,8.82209,16/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
807394981360,28/05/2016,CARTAGENA MURCIA,MADRID,ES,40.4165,-3.70256,31/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418526496,31/05/2016,ISTANBUL,ISTANBUL,TR,41.01384,28.94966,01/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418526279,06/06/2016,MOBILE,MOBILE,US,30.69436,-88.04305,08/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776576691746,27/06/2016,RAUNAS NOVADS,RIGA,LV,56.946,24.10589,29/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
776398835740,30/05/2016,RAUNAS NOVADS,RIGA,LV,56.946,24.10589,31/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806473118284,30/05/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642,01/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418570415,21/06/2016,CUTTACK ODISHA,NEW DELHI,IN,28.63576,77.22445,27/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
776533626360,16/06/2016,TEOLO,ROME,IT,41.89193,12.51133,17/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776424132732,02/06/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,03/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776399207214,30/05/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,01/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776501305530,13/06/2016,RAUNAS NOVADS,RIGA,LV,56.946,24.10589,14/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
806418572885,22/06/2016,ASKIM,ASKIM,SE,59.58326,11.16286,23/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
776500981017,13/06/2016,TEOLO,ROME,IT,41.89193,12.51133,14/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418526073,30/05/2016,HELSINKI,HELSINKI,FI,60.16952,24.93545,31/05/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
802310401983,09/06/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,16/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776508236082,14/06/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,15/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
806418569742,08/06/2016,TEOLO,ROME,IT,41.89193,12.51133,09/06/2016,LOUGHTON ESSEX,LONDON,GB,51.50853,-0.12574
802310401961,06/06/2016,RIO DE JANEIRO,RIO DE JANEIRO,BR,-22.90278,-43.2075,10/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776561090615,21/06/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,22/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
776544317754,17/06/2016,SOMMELSDIJK,AMSTERDAM,NL,52.37403,4.88969,20/06/2016,LOUGHTON,LOUGHTON,GB,52.03037,-0.78642
